periodo,asesor,fecha_operacion,contrato,comision,valor_neto,porcentaje_comision,forma_pago,numero_recibo,hoja_origen
202508,AE006,2025-08-14 00:00:00,03RSM,1035.85,6905.69,0.15,tc,77847,B0001
202502,AE005,2025-02-12 00:00:00,I4OZE,2116.22,42324.32,0.05,transf,12586,B0001
202503,AE047,2025-03-13 00:00:00,49740,1502.02,15020.17,0.1,transf,24317,B0001
202506,AE021,2025-06-05 00:00:00,WXTMD,4438.64,44386.43,0.1,tc,27426,B0001
202512,AE026,2025-12-06 00:00:00,C822G,1102.37,7349.11,0.15,efe,68942,B0001
202509,AE039,2025-09-25 00:00:00,4VUP2,414.5,8290.06,0.05,efe,85950,B0001
202511,AE022,2025-11-28 00:00:00,YIYVL,1586.64,15866.44,0.1,transf,50202,B0001
202503,AE006,2025-03-28 00:00:00,E8C81,2278.29,45565.8,0.05,transf,53883,B0001
202504,AE007,2025-04-19 00:00:00,EXO4M,562.04,5620.36,0.1,efe,25747,B0001
202504,AE013,2025-04-13 00:00:00,1I4OD,1904.95,19049.47,0.1,transf,68740,B0001
202502,AE013,2025-02-12 00:00:00,TMVW7,4865.82,32438.83,0.15,efe,62864,B0001
202501,AE047,2025-01-07 00:00:00,U315T,5908.77,39391.78,0.15,transf,13805,B0001
202506,AE042,2025-06-28 00:00:00,Z2P9E,1360.69,27213.86,0.05,tc,32638,B0001
202502,AE032,2025-02-09 00:00:00,LHMTH,1439.32,14393.22,0.1,tc,38039,B0001
202507,AE027,2025-07-07 00:00:00,MJPYS,4801.33,32008.84,0.15,tc,90875,B0001
202503,AE049,2025-03-29 00:00:00,XUWQ6,2977.13,29771.28,0.1,transf,73083,B0001
202507,AE029,2025-07-25 00:00:00,45I2A,1725.6,17256.04,0.1,efe,60695,B0001
202511,AE021,2025-11-11 00:00:00,7R8K0,2021.59,40431.78,0.05,efe,83055,B0001
202509,AE024,2025-09-10 00:00:00,SZ9NR,3500.22,35002.24,0.1,tc,60439,B0001
202512,AE046,2025-12-07 00:00:00,F81E1,6338.67,42257.82,0.15,transf,21118,B0001
202508,AE009,2025-08-29 00:00:00,RWXS5,4016.07,40160.66,0.1,transf,44442,B0001
202504,AE050,2025-04-20 00:00:00,83S0F,288.93,2889.33,0.1,tc,16301,B0001
202507,AE019,2025-07-22 00:00:00,3ZTYW,3199.49,31994.94,0.1,efe,61010,B0001
202510,AE014,2025-10-09 00:00:00,DABY4,2223.14,22231.35,0.1,efe,65865,B0001
202511,AE042,2025-11-30 00:00:00,UECF3,1022.66,10226.55,0.1,efe,85464,B0001
202507,AE047,2025-07-12 00:00:00,88JFY,66.83,1336.54,0.05,transf,80975,B0001
202509,AE029,2025-09-20 00:00:00,4NZ29,3744.12,24960.82,0.15,transf,71961,B0001
202507,AE011,2025-07-24 00:00:00,Y2KLI,5814.77,38765.11,0.15,efe,11577,B0001
202507,AE019,2025-07-01 00:00:00,S6WPZ,880.85,5872.33,0.15,efe,40839,B0001
202508,AE017,2025-08-01 00:00:00,M7SGP,920.09,6133.93,0.15,transf,49401,B0001
202507,AE027,2025-07-29 00:00:00,P81AT,380.72,3807.2,0.1,efe,25218,B0001
202502,AE032,2025-02-03 00:00:00,VILHO,3346.15,22307.68,0.15,transf,43533,B0001
202506,AE036,2025-06-19 00:00:00,IBC8X,3475.31,34753.14,0.1,efe,32765,B0001
202512,AE041,2025-12-30 00:00:00,YGO2N,2166.81,43336.29,0.05,transf,81661,B0001
202504,AE022,2025-04-17 00:00:00,KLQI7,1789.12,35782.36,0.05,transf,73184,B0001
202511,AE010,2025-11-14 00:00:00,48Y05,477.6,4775.98,0.1,transf,10065,B0001
202501,AE018,2025-01-27 00:00:00,OAONM,2870.41,28704.13,0.1,transf,19446,B0001
202510,AE006,2025-10-06 00:00:00,ZCX3H,6825.33,45502.2,0.15,efe,34739,B0001
202509,AE027,2025-09-22 00:00:00,2JFYG,2161.15,43223,0.05,transf,95468,B0001
202506,AE049,2025-06-21 00:00:00,OX0F9,1299.79,12997.91,0.1,transf,56848,B0001
202510,AE009,2025-10-12 00:00:00,4L15F,1800.12,12000.77,0.15,efe,68192,B0001
202510,AE018,2025-10-31 00:00:00,SOMBZ,1181.47,7876.47,0.15,efe,99927,B0001
202512,AE042,2025-12-23 00:00:00,UXLWT,290.68,2906.81,0.1,tc,42146,B0001
202510,AE007,2025-10-05 00:00:00,G7MJ0,3777.08,37770.8,0.1,transf,64359,B0001
202503,AE008,2025-03-19 00:00:00,88OVT,1641.34,10942.24,0.15,transf,35310,B0001
202507,AE024,2025-07-30 00:00:00,BY5MO,1613.33,10755.55,0.15,transf,48255,B0001
202504,AE012,2025-04-11 00:00:00,1F76T,841.17,5607.81,0.15,transf,24821,B0001
202505,AE012,2025-05-12 00:00:00,U1VD5,3822.76,38227.57,0.1,transf,85997,B0001
202506,AE028,2025-06-12 00:00:00,U80O2,2386.88,47737.51,0.05,tc,76156,B0001
202501,AE040,2025-01-25 00:00:00,TIOQ9,5789.02,38593.48,0.15,tc,86337,B0001
202501,AE036,2025-01-18 00:00:00,T73NK,1308.33,13083.29,0.1,transf,44266,B0001
202507,AE011,2025-07-22 00:00:00,0M7EY,200.08,2000.82,0.1,tc,30347,B0001
202504,AE033,2025-04-03 00:00:00,LUS3I,4252.58,28350.53,0.15,transf,55577,B0001
202506,AE040,2025-06-18 00:00:00,LIXGR,602.55,6025.47,0.1,tc,81867,B0001
202512,AE021,2025-12-08 00:00:00,JT50F,4674.73,31164.89,0.15,transf,78858,B0001
202501,AE009,2025-01-06 00:00:00,VTLED,2217.44,22174.42,0.1,transf,89311,B0001
202506,AE014,2025-06-20 00:00:00,4OXSY,3292.49,32924.87,0.1,tc,66586,B0001
202502,AE050,2025-02-18 00:00:00,O9A1R,2962.11,19747.42,0.15,tc,58614,B0001
202503,AE027,2025-03-24 00:00:00,7F5RL,6985.12,46567.44,0.15,tc,71641,B0001
202509,AE026,2025-09-08 00:00:00,BZ11T,2266.32,22663.2,0.1,transf,17664,B0001
202507,AE050,2025-07-23 00:00:00,JBT1R,614.55,12290.98,0.05,tc,99413,B0001
202506,AE046,2025-06-13 00:00:00,WXV35,2102.57,42051.46,0.05,efe,25383,B0001
202512,AE048,2025-12-18 00:00:00,Y5IXR,2073.3,20732.96,0.1,efe,16584,B0001
202507,AE009,2025-07-21 00:00:00,LRAJ6,1173.99,11739.91,0.1,tc,41388,B0001
202509,AE004,2025-09-20 00:00:00,5YH68,962.49,6416.6,0.15,efe,87616,B0001
202511,AE016,2025-11-30 00:00:00,HA4P5,2561.36,25613.61,0.1,efe,46156,B0001
202510,AE005,2025-10-29 00:00:00,JBT1R,783.9,15678.05,0.05,efe,29370,B0001
202511,AE040,2025-11-21 00:00:00,3ZWVO,2554.25,25542.51,0.1,transf,24939,B0001
202507,AE029,2025-07-03 00:00:00,ENU1S,1288.46,12884.56,0.1,transf,43607,B0001
202501,AE013,2025-01-26 00:00:00,G2MMC,240.61,1604.07,0.15,transf,76484,B0001
202512,AE046,2025-12-02 00:00:00,JREKV,1938.75,19387.49,0.1,transf,73549,B0001
202501,AE004,2025-01-09 00:00:00,58U58,6560.79,43738.6,0.15,efe,76732,B0001
202509,AE025,2025-09-08 00:00:00,T58VM,1365.15,13651.48,0.1,transf,84162,B0001
202508,AE007,2025-08-10 00:00:00,EVGB9,1031.18,10311.78,0.1,tc,10119,B0001
202510,AE040,2025-10-03 00:00:00,JP7JV,4778.39,47783.94,0.1,efe,49046,B0001
202507,AE001,2025-07-29 00:00:00,BCYWD,361.25,3612.53,0.1,tc,32923,B0001
202511,AE025,2025-11-27 00:00:00,30BNN,3153.88,31538.82,0.1,efe,30506,B0001
202506,AE027,2025-06-23 00:00:00,41H6C,2130.53,21305.25,0.1,efe,70054,B0001
202502,AE025,2025-02-06 00:00:00,25CNZ,2744.08,27440.79,0.1,efe,11889,B0001
202510,AE046,2025-10-20 00:00:00,LEJ8H,1787.69,17876.93,0.1,efe,61447,B0001
202512,AE030,2025-12-06 00:00:00,G8HEE,4493.09,29953.94,0.15,tc,32306,B0001
202510,AE048,2025-10-15 00:00:00,VD9K6,293.95,5878.95,0.05,tc,57584,B0001
202511,AE009,2025-11-29 00:00:00,MIWYW,115.7,1156.95,0.1,tc,73635,B0001
202503,AE021,2025-03-12 00:00:00,O8XAS,5039.79,33598.58,0.15,tc,41067,B0001
202509,AE023,2025-09-15 00:00:00,INGWS,3817.33,25448.88,0.15,efe,76261,B0001
202509,AE040,2025-09-06 00:00:00,4E481,1589.79,15897.87,0.1,tc,26536,B0001
202502,AE049,2025-02-04 00:00:00,60B50,2224.89,44497.7,0.05,transf,91411,B0001
202506,AE015,2025-06-08 00:00:00,40BTA,2173.02,21730.21,0.1,efe,33192,B0001
202505,AE020,2025-05-03 00:00:00,MJH5A,289.49,5789.71,0.05,tc,75983,B0001
202507,AE032,2025-07-14 00:00:00,MKFRP,7175.99,47839.9,0.15,efe,46848,B0001
202505,AE011,2025-05-24 00:00:00,O8XAS,3664.92,24432.81,0.15,efe,96177,B0001
202507,AE031,2025-07-29 00:00:00,IBC8X,3018.32,30183.16,0.1,transf,48143,B0001
202510,AE032,2025-10-01 00:00:00,NVBH9,2254.74,45094.87,0.05,transf,37305,B0001
202509,AE001,2025-09-11 00:00:00,JENJA,2067.01,13780.08,0.15,transf,49844,B0001
202508,AE047,2025-08-06 00:00:00,7M867,1211.34,24226.72,0.05,transf,44705,B0001
202510,AE013,2025-10-25 00:00:00,9VEWL,4072.82,40728.21,0.1,efe,74919,B0001
202501,AE031,2025-01-31 00:00:00,J76I8,2569.81,25698.13,0.1,efe,28104,B0001
202507,AE003,2025-07-10 00:00:00,ORWPT,3511.5,35115.04,0.1,transf,85369,B0001
202511,AE028,2025-11-05 00:00:00,I56IA,3980.02,39800.2,0.1,transf,77781,B0001
202504,AE046,2025-04-11 00:00:00,W6AZK,1638.17,32763.48,0.05,efe,70670,B0001
202509,AE003,2025-09-28 00:00:00,SG7KH,2800.32,18668.83,0.15,transf,58590,B0001
202504,AE013,2025-04-27 00:00:00,GYH8K,3320.4,22135.99,0.15,tc,10186,B0001
202509,AE014,2025-09-05 00:00:00,41ZV2,3396.93,22646.2,0.15,transf,27075,B0001
202503,AE001,2025-03-13 00:00:00,YOZL2,2959.5,29594.99,0.1,transf,31224,B0001
202512,AE026,2025-12-14 00:00:00,JP1HW,4312.98,43129.75,0.1,transf,60688,B0001
202505,AE001,2025-05-17 00:00:00,2WSBV,2492.77,24927.7,0.1,tc,29610,B0001
202510,AE019,2025-10-11 00:00:00,YOZL2,1721,17209.97,0.1,transf,95006,B0001
202502,AE012,2025-02-24 00:00:00,JJD0K,6906.35,46042.33,0.15,efe,78138,B0001
202511,AE050,2025-11-08 00:00:00,MTVNW,6125.5,40836.67,0.15,efe,89511,B0001
202506,AE030,2025-06-19 00:00:00,I34NK,976.27,19525.47,0.05,efe,83281,B0001
202505,AE023,2025-05-16 00:00:00,TZUWO,916.34,18326.82,0.05,tc,11899,B0001
202503,AE042,2025-03-26 00:00:00,U8KEK,1176.29,23525.85,0.05,efe,81372,B0001
202510,AE050,2025-10-22 00:00:00,HLJIO,3131.16,31311.63,0.1,transf,46410,B0001
202512,AE010,2025-12-08 00:00:00,W02JS,2175.81,43516.15,0.05,tc,88108,B0001
202505,AE031,2025-05-29 00:00:00,6DBKQ,2336.81,23368.05,0.1,efe,70637,B0001
202510,AE030,2025-10-13 00:00:00,JPN4S,1676.71,33534.21,0.05,efe,40747,B0001
202510,AE026,2025-10-22 00:00:00,L87OI,1981.9,39638.07,0.05,transf,57846,B0001
202501,AE012,2025-01-28 00:00:00,6BMMD,2495.64,49912.86,0.05,efe,26895,B0001
202506,AE012,2025-06-15 00:00:00,IMDVG,1366.36,13663.61,0.1,efe,63871,B0001
202508,AE010,2025-08-05 00:00:00,SLY9S,1842.15,12281.02,0.15,tc,74690,B0001
202508,AE006,2025-08-23 00:00:00,36G09,7253.09,48353.94,0.15,tc,67269,B0001
202505,AE006,2025-05-17 00:00:00,3H371,2093.49,20934.85,0.1,efe,84340,B0001
202507,AE006,2025-07-12 00:00:00,ZA3T6,793.47,15869.37,0.05,efe,54323,B0001
202508,AE040,2025-08-06 00:00:00,SYX26,1145.18,7634.51,0.15,efe,14312,B0001
202510,AE015,2025-10-27 00:00:00,6T95H,950.16,6334.41,0.15,efe,94869,B0001
202510,AE010,2025-10-16 00:00:00,GP90G,2280.27,45605.48,0.05,efe,53184,B0001
202510,AE011,2025-10-15 00:00:00,NBL4F,1603.7,10691.34,0.15,efe,26931,B0001
202501,AE013,2025-01-18 00:00:00,E8C81,2307.02,46140.43,0.05,tc,46888,B0001
202509,AE017,2025-09-17 00:00:00,5KZEI,7495.49,49969.96,0.15,tc,51529,B0001
202508,AE005,2025-08-22 00:00:00,TTDQN,2704.74,27047.39,0.1,tc,72691,B0001
202504,AE001,2025-04-03 00:00:00,9KAQ9,5783.66,38557.7,0.15,transf,75701,B0001
202504,AE017,2025-04-10 00:00:00,S3G7A,6555.99,43706.58,0.15,efe,88049,B0001
202508,AE044,2025-08-26 00:00:00,16P1M,898.7,17973.99,0.05,transf,49057,B0001
202507,AE042,2025-07-17 00:00:00,KX992,3662.91,36629.1,0.1,tc,64569,B0001
202506,AE043,2025-06-07 00:00:00,HRI3K,4505.59,30037.29,0.15,efe,83055,B0001
202510,AE023,2025-10-07 00:00:00,K8VG0,1937.3,38746.01,0.05,tc,70972,B0001
202512,AE008,2025-12-17 00:00:00,OI5EA,2679.95,26799.54,0.1,efe,70512,B0001
202512,AE031,2025-12-02 00:00:00,SBE77,3857.14,38571.4,0.1,tc,11586,B0001
202505,AE049,2025-05-30 00:00:00,JOAYU,2701.04,18006.96,0.15,efe,23820,B0001
202505,AE003,2025-05-20 00:00:00,7C8QD,1296.78,25935.64,0.05,tc,59433,B0001
202504,AE023,2025-04-22 00:00:00,X014Q,1877.96,37559.15,0.05,transf,84910,B0001
202501,AE016,2025-01-18 00:00:00,L9BIS,4002.38,40023.84,0.1,efe,87999,B0001
202509,AE033,2025-09-16 00:00:00,D60S7,867.98,8679.82,0.1,transf,75208,B0001
202506,AE033,2025-06-26 00:00:00,3LRXN,418,4179.99,0.1,efe,81217,B0001
202510,AE047,2025-10-31 00:00:00,B73QN,2510.43,16736.23,0.15,efe,73561,B0001
202511,AE013,2025-11-08 00:00:00,QDNXI,4460.18,44601.84,0.1,transf,84802,B0001
202510,AE036,2025-10-06 00:00:00,OP14D,974.75,9747.45,0.1,efe,42203,B0001
202511,AE040,2025-11-18 00:00:00,O4XQN,3651.09,36510.93,0.1,tc,99029,B0001
202509,AE006,2025-09-22 00:00:00,1678V,1074.02,7160.13,0.15,transf,51747,B0001
202502,AE048,2025-02-03 00:00:00,20KPE,5539.88,36932.53,0.15,transf,34527,B0001
202501,AE030,2025-01-29 00:00:00,PVJVL,812.7,5417.97,0.15,efe,75776,B0001
202505,AE026,2025-05-01 00:00:00,CORKB,4055.02,40550.17,0.1,transf,97906,B0001
202506,AE029,2025-06-28 00:00:00,W2Q6G,2076.25,20762.47,0.1,tc,79298,B0001
202512,AE043,2025-12-02 00:00:00,Z6I4B,2313.61,46272.27,0.05,transf,25528,B0001
202511,AE046,2025-11-24 00:00:00,PY2SU,1039.42,20788.34,0.05,efe,13472,B0001
202509,AE030,2025-09-17 00:00:00,5E8PN,4692.25,46922.49,0.1,efe,34815,B0001
202512,AE020,2025-12-18 00:00:00,WMZCX,2098.91,41978.11,0.05,transf,31718,B0001
202507,AE012,2025-07-14 00:00:00,7F5RL,2211.56,14743.72,0.15,transf,97749,B0001
202502,AE039,2025-02-27 00:00:00,ZIA9Z,4007.26,26715.07,0.15,transf,91764,B0001
202507,AE026,2025-07-30 00:00:00,CM4AN,2150.42,21504.15,0.1,transf,82915,B0001
202504,AE042,2025-04-21 00:00:00,2PZSY,2006.02,20060.18,0.1,efe,86297,B0001
202502,AE030,2025-02-09 00:00:00,4ZKO8,1071.04,7140.25,0.15,transf,18698,B0001
202507,AE023,2025-07-28 00:00:00,GD8QB,1982.46,19824.55,0.1,transf,95835,B0001
202507,AE032,2025-07-01 00:00:00,NTZZL,3048.4,20322.68,0.15,tc,42148,B0001
202503,AE024,2025-03-22 00:00:00,CKSMU,7186.64,47910.9,0.15,efe,84891,B0001
202511,AE036,2025-11-13 00:00:00,SZFVU,3780,25199.97,0.15,tc,80517,B0001
202512,AE043,2025-12-01 00:00:00,HXNM9,2593.03,25930.25,0.1,efe,17579,B0001
202511,AE013,2025-11-05 00:00:00,HAHY6,2013.75,40275.09,0.05,efe,82126,B0001
202512,AE010,2025-12-09 00:00:00,OZCNF,274.63,2746.34,0.1,efe,70367,B0001
202505,AE005,2025-05-07 00:00:00,T2P6C,708.83,14176.68,0.05,efe,23764,B0001
202507,AE031,2025-07-25 00:00:00,JPKAA,2608.06,26080.64,0.1,efe,28999,B0001
202504,AE047,2025-04-28 00:00:00,NYOED,1574.84,31496.81,0.05,transf,39317,B0001
202504,AE023,2025-04-06 00:00:00,IQIXJ,1649.85,32996.91,0.05,tc,86112,B0001
202512,AE001,2025-12-14 00:00:00,3ROA6,4190.49,41904.92,0.1,transf,34384,B0001
202504,AE024,2025-04-24 00:00:00,WOTLX,2502.19,16681.27,0.15,tc,29326,B0001
202506,AE005,2025-06-16 00:00:00,B8EXJ,4148.07,41480.72,0.1,tc,42822,B0001
202508,AE050,2025-08-21 00:00:00,XWP8Y,2852.5,28525.02,0.1,tc,83848,B0001
202509,AE017,2025-09-19 00:00:00,J6RE8,2059.7,20597.01,0.1,efe,99964,B0001
202504,AE002,2025-04-27 00:00:00,WD4Z7,4129.33,41293.33,0.1,tc,15250,B0001
202503,AE036,2025-03-13 00:00:00,W8HIM,870.53,5803.52,0.15,efe,99431,B0001
202503,AE005,2025-03-08 00:00:00,17AV5,2728.56,27285.58,0.1,tc,19351,B0001
202505,AE025,2025-05-01 00:00:00,Q1SAY,439.43,8788.61,0.05,efe,63339,B0001
202509,AE029,2025-09-21 00:00:00,WK4SP,3107.32,31073.18,0.1,tc,59277,B0001
202505,AE019,2025-05-16 00:00:00,ZUOCP,2664.13,26641.34,0.1,tc,65844,B0001
202504,AE027,2025-04-20 00:00:00,G8HEE,2778.84,18525.62,0.15,tc,29662,B0001
202504,AE005,2025-04-16 00:00:00,ODACB,62.26,1245.2,0.05,tc,22883,B0001
202512,AE012,2025-12-30 00:00:00,DFTRD,1763.33,17633.34,0.1,transf,65010,B0001
202507,AE010,2025-07-31 00:00:00,5X95B,1848.57,18485.65,0.1,efe,32875,B0001
202504,AE002,2025-04-23 00:00:00,LR2E0,5529.9,36866,0.15,efe,16230,B0001
202505,AE031,2025-05-27 00:00:00,L8G6Q,563.83,5638.3,0.1,efe,19689,B0001
202506,AE041,2025-06-23 00:00:00,XW5IK,207.55,2075.51,0.1,efe,21063,B0001
202506,AE041,2025-06-08 00:00:00,33IY8,1065.51,10655.07,0.1,tc,66953,B0001
202502,AE022,2025-02-26 00:00:00,FLLR1,1069.07,10690.67,0.1,transf,90531,B0001
202505,AE002,2025-05-15 00:00:00,8MYM1,2099.25,41984.94,0.05,transf,36898,B0001
202507,AE008,2025-07-30 00:00:00,3FV1L,6949.88,46332.55,0.15,efe,92736,B0001
202502,AE030,2025-02-02 00:00:00,223S2,3075.49,30754.92,0.1,efe,35725,B0001
202502,AE003,2025-02-24 00:00:00,TSQC4,2360.56,47211.24,0.05,transf,57131,B0001
202505,AE049,2025-05-24 00:00:00,2EZ2H,795.58,15911.68,0.05,efe,45011,B0001
202512,AE034,2025-12-04 00:00:00,453TP,2550.06,25500.55,0.1,efe,14173,B0001
202508,AE047,2025-08-07 00:00:00,35FZY,4167.12,41671.24,0.1,transf,88474,B0001
202503,AE013,2025-03-31 00:00:00,TUCQM,1688.42,33768.3,0.05,efe,46483,B0001
202512,AE009,2025-12-03 00:00:00,2MV5G,1712.2,34244.05,0.05,transf,22006,B0001
202503,AE041,2025-03-27 00:00:00,N19P4,3662.95,36629.53,0.1,tc,64391,B0001
202503,AE003,2025-03-06 00:00:00,QZWD8,1606.03,32120.56,0.05,tc,90215,B0001
202504,AE020,2025-04-23 00:00:00,0IP5Z,1081.23,7208.21,0.15,efe,54556,B0001
202504,AE012,2025-04-12 00:00:00,W2DG3,351.2,2341.31,0.15,transf,28228,B0001
202508,AE002,2025-08-10 00:00:00,F6OFZ,1743.88,34877.64,0.05,tc,61532,B0001
202504,AE023,2025-04-20 00:00:00,SLLXH,4757.9,31719.33,0.15,efe,81237,B0001
202505,AE029,2025-05-16 00:00:00,1OKRC,5112.08,34080.51,0.15,efe,31817,B0001
202512,AE029,2025-12-21 00:00:00,ZNMCI,2386.2,15907.97,0.15,transf,57927,B0001
202509,AE015,2025-09-21 00:00:00,ZNMCI,5659.88,37732.5,0.15,transf,73291,B0001
202512,AE017,2025-12-07 00:00:00,83MX6,2895.32,19302.15,0.15,efe,73042,B0001
202503,AE034,2025-03-17 00:00:00,J36CX,415.96,8319.19,0.05,transf,54905,B0001
202501,AE019,2025-01-21 00:00:00,I3LLZ,2036.2,40724.09,0.05,tc,58590,B0001
202502,AE021,2025-02-21 00:00:00,TS5UR,693.95,13878.92,0.05,efe,86986,B0001
202511,AE047,2025-11-08 00:00:00,X01DT,4579.55,30530.33,0.15,tc,68907,B0001
202506,AE015,2025-06-21 00:00:00,E7SC0,1297.24,12972.36,0.1,tc,34703,B0001
202504,AE020,2025-04-30 00:00:00,T34XY,2027.71,20277.05,0.1,efe,44559,B0001
202506,AE042,2025-06-06 00:00:00,MJH5A,1188.78,23775.66,0.05,transf,27211,B0001
202504,AE043,2025-04-30 00:00:00,5D8QP,1745.86,17458.57,0.1,tc,59214,B0001
202501,AE014,2025-01-19 00:00:00,SSMRE,4843.07,48430.7,0.1,tc,49487,B0001
202503,AE004,2025-03-21 00:00:00,70PR6,3998.67,39986.74,0.1,tc,94830,B0001
202512,AE022,2025-12-26 00:00:00,ZNF1I,805.61,16112.19,0.05,transf,71353,B0001
202507,AE001,2025-07-24 00:00:00,8YXED,4988.89,33259.26,0.15,transf,42205,B0001
202512,AE014,2025-12-24 00:00:00,SAHXJ,2375.25,23752.45,0.1,efe,27819,B0001
202510,AE028,2025-10-06 00:00:00,2286Q,7113.56,47423.71,0.15,efe,51368,B0001
202512,AE040,2025-12-17 00:00:00,M89WU,2458.6,16390.65,0.15,transf,16611,B0001
202502,AE016,2025-02-21 00:00:00,9FTCE,3182.62,31826.21,0.1,transf,47171,B0001
202501,AE039,2025-01-08 00:00:00,IU5FU,4941.34,32942.26,0.15,tc,33581,B0001
202511,AE049,2025-11-28 00:00:00,XDE0B,736.44,4909.59,0.15,transf,93532,B0001
202505,AE043,2025-05-24 00:00:00,60ZMU,3602.68,24017.88,0.15,efe,32179,B0001
202504,AE008,2025-04-29 00:00:00,DA2RB,1608.27,32165.47,0.05,efe,81969,B0001
202503,AE013,2025-03-03 00:00:00,TKFQE,3620.25,36202.52,0.1,efe,29175,B0001
202509,AE028,2025-09-15 00:00:00,1KDKA,1782.22,11881.48,0.15,transf,59671,B0001
202512,AE029,2025-12-07 00:00:00,SV4C1,437.94,4379.41,0.1,tc,70960,B0001
202501,AE023,2025-01-06 00:00:00,Q02PD,3165.85,31658.51,0.1,transf,65769,B0001
202503,AE039,2025-03-03 00:00:00,9C484,254.18,5083.68,0.05,efe,47160,B0001
202506,AE012,2025-06-19 00:00:00,6PHWR,1155.07,23101.45,0.05,efe,87440,B0001
202502,AE039,2025-02-28 00:00:00,3J81Q,1062.54,10625.35,0.1,tc,19127,B0001
202503,AE010,2025-03-25 00:00:00,89OKL,1878.96,37579.15,0.05,tc,90964,B0001
202505,AE013,2025-05-29 00:00:00,9SVWL,3575.87,35758.7,0.1,transf,10689,B0001
202511,AE028,2025-11-26 00:00:00,L5SUR,2128.42,21284.24,0.1,tc,50965,B0001
202504,AE011,2025-04-14 00:00:00,9TBNU,2393.21,23932.14,0.1,transf,38692,B0001
202502,AE005,2025-02-13 00:00:00,TYXL2,509.51,3396.75,0.15,tc,53240,B0001
202503,AE009,2025-03-20 00:00:00,BT03Y,4414.25,44142.52,0.1,transf,54404,B0001
202506,AE036,2025-06-30 00:00:00,20KPE,6021.21,40141.4,0.15,transf,71509,B0001
202502,AE008,2025-02-24 00:00:00,JSE2R,876.51,5843.38,0.15,tc,18074,B0001
202511,AE001,2025-11-28 00:00:00,LV48X,2405.19,48103.83,0.05,tc,35851,B0001
202511,AE025,2025-11-09 00:00:00,I2LQT,127.8,2555.94,0.05,transf,90601,B0001
202506,AE049,2025-06-30 00:00:00,0A5BY,403.81,4038.07,0.1,efe,20193,B0001
202501,AE048,2025-01-10 00:00:00,XJNPD,3995.04,26633.59,0.15,transf,78976,B0001
202503,AE029,2025-03-25 00:00:00,KSMND,2219.25,22192.53,0.1,transf,98578,B0001
202504,AE026,2025-04-19 00:00:00,KK3PW,1643.95,16439.51,0.1,transf,87722,B0001
202506,AE027,2025-06-23 00:00:00,S8YTW,837.95,16759.06,0.05,transf,35889,B0001
202510,AE027,2025-10-15 00:00:00,6UP02,30.37,607.41,0.05,tc,83987,B0001
202509,AE040,2025-09-03 00:00:00,FLLR1,3184.97,31849.7,0.1,tc,55731,B0001
202501,AE040,2025-01-05 00:00:00,STDRX,4106.75,27378.3,0.15,efe,56179,B0001
202508,AE001,2025-08-20 00:00:00,A6ENF,2025.29,20252.88,0.1,efe,68207,B0001
202507,AE002,2025-07-04 00:00:00,48Z8I,1930.58,38611.59,0.05,transf,67751,B0001
202506,AE039,2025-06-06 00:00:00,ZDZYD,654.52,13090.31,0.05,transf,65787,B0001
202509,AE016,2025-09-28 00:00:00,UDGIR,1062.55,21250.92,0.05,efe,83702,B0001
202512,AE041,2025-12-09 00:00:00,Z2P9E,1047.47,20949.42,0.05,tc,61381,B0001
202511,AE003,2025-11-06 00:00:00,EPK1C,1184.86,11848.56,0.1,tc,97608,B0001
202510,AE050,2025-10-01 00:00:00,LZH01,1701.41,17014.07,0.1,efe,60647,B0001
202508,AE009,2025-08-26 00:00:00,ES306,111.77,1117.72,0.1,efe,56047,B0001
202502,AE043,2025-02-18 00:00:00,1EZR2,2631.92,26319.24,0.1,efe,47133,B0001
202505,AE043,2025-05-05 00:00:00,5JR5N,4506.62,45066.19,0.1,tc,57528,B0001
202501,AE033,2025-01-19 00:00:00,PMX2W,3333.28,33332.78,0.1,transf,66620,B0001
202508,AE020,2025-08-23 00:00:00,K84XO,2842.81,28428.07,0.1,efe,83717,B0001
202505,AE009,2025-05-14 00:00:00,KN7BG,5885.1,39234.02,0.15,transf,71317,B0001
202504,AE009,2025-04-22 00:00:00,42E4Y,1442.45,28848.94,0.05,transf,99202,B0001
202511,AE011,2025-11-16 00:00:00,93ZH9,3268.74,21791.57,0.15,efe,71558,B0001
202511,AE033,2025-11-22 00:00:00,7VEC4,262.19,2621.85,0.1,efe,47171,B0001
202504,AE015,2025-04-26 00:00:00,1G8O4,1464.91,14649.14,0.1,transf,55073,B0001
202503,AE015,2025-03-07 00:00:00,LH5TX,620.57,6205.66,0.1,tc,92570,B0001
202506,AE015,2025-06-23 00:00:00,KZ6YB,2573.72,25737.18,0.1,tc,71961,B0001
202511,AE019,2025-11-04 00:00:00,CGZ38,979.7,19594.05,0.05,tc,53120,B0001
202506,AE024,2025-06-24 00:00:00,519J8,4771.43,31809.53,0.15,transf,97478,B0001
202504,AE007,2025-04-14 00:00:00,YXN6Z,2663.04,26630.43,0.1,transf,72590,B0001
202502,AE026,2025-02-05 00:00:00,DDGUP,4864.38,48643.78,0.1,efe,62333,B0001
202512,AE049,2025-12-03 00:00:00,JVJ03,4052.13,40521.27,0.1,tc,91617,B0001
